Words,NER Tag
18 May 2021,DATE
"Daniela Mattheus 
",PERSON
Age 51,DATE
the Supervisory Board,ORG
18 May 2021,DATE
Gertrude Tumpel-Gugerell,PERSON
Age 71,DATE
the Supervisory Board,ORG
1 June 2012,DATE
Executive Board,ORG
"the European Central 
Bank 
 
Nina",ORG
Age 47,DATE
the Supervisory Board,ORG
31 May 2023,DATE
Sascha,PERSON
Age 47,DATE
the Supervisory Board,ORG
31 May 2023,DATE
Age 48,DATE
the Supervisory Board,ORG
31 May 2023,DATE
Frank Westhoff,PERSON
Age 62,DATE
the Supervisory Board,ORG
18 May 2021,DATE
"the 
Board of Managing Directors",ORG
DZ BANK AG,ORG
Michael,PERSON
Age 49,DATE
the Supervisory Board,ORG
31 May 2023,DATE
Age 55,DATE
the Supervisory Board,ORG
8 May 2018,DATE
Trade Union,ORG
National Administration,ORG
20,CARDINAL
Commerzbank,ORG
2023,DATE
a good year,DATE
Russian,NORP
Ukraine,GPE
Middle East,LOC
Taiwan,GPE
annual,DATE
5.9%,PERCENT
The European Central Bank,ORG
six,CARDINAL
ten-year,DATE
German Bunds,ORG
2.50%,PERCENT
the end of 2022,DATE
2.02%,PERCENT
the end of 2023,DATE
Germany,GPE
2023,DATE
the end of July 2023,DATE
"almost 16,529",CARDINAL
the summer,DATE
2023,DATE
the end of the year,DATE
annual,DATE
2023 financial year,DATE
14 December,DATE
"17,003",CARDINAL
German,NORP
20.3%,PERCENT
2023,DATE
8.0%,PERCENT
European,NORP
EuroStoxx,ORG
17.4%,PERCENT
Commerzbank,ORG
the start of 2023,DATE
European,NORP
Commerzbank,ORG
"the 
year",DATE
12.01,MONEY
7 March,DATE
Just two days later,DATE
US,GPE
Silicon Valley Bank,ORG
the days,DATE
Swiss,NORP
Credit Suisse,ORG
UBS,ORG
19 March 2023,DATE
Commerzbank,ORG
the year,DATE
8.31,MONEY
20 March 2023,DATE
American,NORP
Swiss,NORP
European Central Bank,ORG
six,CARDINAL
2023,DATE
20 September 2023,DATE
4.00%,PERCENT
1.25%,PERCENT
the previous year,DATE
European,NORP
European,NORP
the second half of 2023,DATE
the year,DATE
European,NORP
"EuroStoxx 
Banks",ORG
the year,DATE
23.5%,PERCENT
21.8%,PERCENT
Commerzbank,ORG
2023,DATE
8 November,DATE
Commerzbank,ORG
2027,DATE
2024,DATE
2023,DATE
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
21,CARDINAL
the Board of Managing Directors,ORG
5,CARDINAL
Board of Managing Directors,ORG
the Supervisory Board,ORG
17,CARDINAL
the  ,ORG
Supervisory Board,ORG
20,CARDINAL
14.7%,PERCENT
Bank,ORG
0.35,MONEY
2023 financial year,DATE
Bearer,ORG
Bloomberg,PERSON
Commerzbank,ORG
10.76,MONEY
year-end,DATE
Commerzbank,ORG
13.3bn,MONEY
11.1bn,MONEY
"the 
previous year",DATE
0.56,CARDINAL
the year,DATE
European,NORP
"between 0.52 and 
0.77",CARDINAL
daily,DATE
Commerzbank,ORG
7.5 million,CARDINAL
7.4 million,CARDINAL
Commerzbank,ORG
2023,DATE
2023 financial year,DATE
1.63,MONEY
Commerzbank,ORG
2023,CARDINAL
2022,CARDINAL
million,CARDINAL
31.12,CARDINAL
"1,240.2",CARDINAL
"1,252.4",CARDINAL
12.01,CARDINAL
8.31,CARDINAL
5.17,CARDINAL
31.12,CARDINAL
"10.76 
8.84",QUANTITY
million,CARDINAL
40.3,CARDINAL
23.9,CARDINAL
1.9,CARDINAL
1.4,CARDINAL
7.5,CARDINAL
7.4,CARDINAL
1.63,CARDINAL
0.99,CARDINAL
31.12,CARDINAL
23.28,CARDINAL
21.50,CARDINAL
31.12,CARDINAL
23.33,CARDINAL
21.60,CARDINAL
31.12,CARDINAL
0.46,CARDINAL
0.41,CARDINAL
1,CARDINAL
German,NORP
3,CARDINAL
European,NORP
EuroStoxx Banks,ORG
Commerzbank,ORG
German,NORP
17 February 2023,DATE
Bank,ORG
Commerzbank,ORG
"EuroStoxx Banks 
Sustainability",ORG
50,CARDINAL
ESG,ORG
22,CARDINAL
Commerzbank,ORG
2023,DATE
31 December 2023,DATE
around 40%,PERCENT
Commerzbank,ORG
the Federal Republic of Germany,GPE
German,NORP
end-2023,DATE
around 60%,PERCENT
Commerzbank,ORG
BlackRock,GPE
just over 8%,PERCENT
Norwegian,NORP
around 3%,PERCENT
Norges Bank,ORG
around 84%,PERCENT
Some 25,CARDINAL
Commerzbank,ORG
2023,DATE
the end of 2023,DATE
68%,PERCENT
56%,PERCENT
"the previous 
year",DATE
24%,PERCENT
two,CARDINAL
the previous year,DATE
the year,DATE
14.60,MONEY
10.43,MONEY
"the previous 
year",DATE
Commerzbank,ORG
Commerzbank,ORG
German,NORP
Germany,GPE
Pfandbriefe,PERSON
Bank,ORG
Bank,ORG
Worthy,PERSON
2023,DATE
March 2023,DATE
S&P,ORG
Commerzbank,ORG
one,CARDINAL
one,CARDINAL
6.5%,PERCENT
2022,DATE
S&P,ORG
6%,PERCENT
two,CARDINAL
S&P,ORG
Commerzbank,ORG
6%,PERCENT
the coming years,DATE
November 2023,DATE
S&P,ORG
Bank,ORG
Moody’s Investors Service,ORG
A2,ORG
2023 financial year,DATE
Moody’s,ORG
LGF,ORG
two,CARDINAL
Commerzbank,ORG
AAA,ORG
52%,PERCENT
31 December 2023,DATE
5%,PERCENT
German,NORP
15%,PERCENT
25%,PERCENT
3%,PERCENT
›,NORP
German,NORP
25 to 35,CARDINAL
›,NORP
42,CARDINAL
2023,DATE
"the Task 
Force on Climate",ORG
Financial Disclosures,ORG
TCFD,ORG
first,ORDINAL
the Task Force,ORG
Financial Disclosures,ORG
TNFD,ORG
the EU Taxonomy Regulation,ORG
24,CARDINAL
Commerzbank,ORG
2023,DATE
Art,PERSON
HGB,ORG
25,CARDINAL
"the German Corporate Governance Code 
",ORG
25,CARDINAL
26,CARDINAL
"Commerzbank 
Aktiengesellschaft",ORG
the Commerzbank Group,ORG
26,CARDINAL
27,CARDINAL
Supervisory Board,ORG
33,CARDINAL
35,CARDINAL
35,CARDINAL
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
36,CARDINAL
Art,PERSON
the German Commercial Code,ORG
HGB,ORG
38,CARDINAL
Art,PERSON
315,CARDINAL
4,CARDINAL
German,NORP
HGB,ORG
42,CARDINAL
42,CARDINAL
43,CARDINAL
44,CARDINAL
49,CARDINAL
60,CARDINAL
67,CARDINAL
78,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"25 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
Art,PERSON
Art,PERSON
HGB,ORG
the Board of Managing Directors,ORG
Supervisory Board,ORG
Bank,ORG
German,NORP
"28 April 
2022",DATE
the Federal Gazette,ORG
27 June 2022,DATE
Commerzbank Aktiengesellschaft,ORG
"the Board of Managing 
Directors",ORG
the Supervisory Board,ORG
German,NORP
German,NORP
Commerzbank Aktiengesellschaft,ORG
every year,DATE
the Government Commission,ORG
German,NORP
"the 
Board of Managing Directors",ORG
Supervisory Board,ORG
Aktiengesellschaft,ORG
2002,DATE
31 December 2023,DATE
November 2023,DATE
Commerzbank Aktiengesellschaft,ORG
the German Corporate Governance Code,ORG
December 2022,DATE
German,NORP
28 April 2022,DATE
Bundesanzeiger,ORG
"27 June 
2022",DATE
Recommendation G.10,PERSON
the Board of Managing Directors,ORG
four years,DATE
the Board of Managing Directors,ORG
1 January 2023,DATE
the Board of Managing Directors,ORG
LTI,ORG
four-year,DATE
LTI,ORG
"the financial 
year 2023",DATE
five years,DATE
LTI,ORG
five,CARDINAL
LTI,ORG
twelve-month,DATE
"the Board of Managing 
Directors",ORG
50%,PERCENT
LTI,ORG
four-year,DATE
the Board of Managing Directors,ORG
LTI,ORG
the Remuneration Ordinance,FAC
the financial year,DATE
LTI-,PRODUCT
"the Board of 
Managing Directors",ORG
the Recommendation G.10 Sentence 1 of the Code,ORG
the Board of Managing Directors,ORG
1 January 2023,DATE
the Board of Managing Directors,ORG
German,NORP
Commerzbank Aktiengesellschaft,ORG
the German Corporate Governance Code,ORG
Art,PERSON
German,NORP
HGB,ORG
26,CARDINAL
Commerzbank,ORG
The German Corporate Governance Code,ORG
Commerzbank,ORG
"the 
Supervisory Board",ORG
Nomination Committee,ORG
the Supervisory Board,ORG
the Supervisory Board,ORG
the Nomination Committee,ORG
Annual,DATE
25d,DATE
11,CARDINAL
German,NORP
KWG,ORG
Commerzbank Aktiengesellschaft,ORG
the Presiding and Nomination Committee,ORG
Supervisory Board,ORG
Commerzbank Aktiengesellschaft,ORG
Commerzbank Group,ORG
Commerzbank Aktiengesellschaft’s,ORG
Commerzbank,ORG
Commerzbank,ORG
"Commerzbank 
Aktiengesellschaft",ORG
Commerzbank Group,ORG
2023 financial year,DATE
ESG,ORG
Commerzbank Aktiengesellschaft,ORG
Bank,ORG
Commerzbank Aktiengesellschaft,ORG
Bank,ORG
Commerzbank,ORG
ESG,ORG
Board of Managing Directors,ORG
Commerzbank,ORG
"Aktiengesellschaft 
Board",ORG
"Managing 
Directors",WORK_OF_ART
Bank,ORG
Bank,ORG
Bank,ORG
the Supervisory Board,ORG
"The 
Board of Managing Directors",ORG
Commerzbank Group,ORG
Group,ORG
Group,ORG
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"27 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
Bank,ORG
the Articles of Association,ORG
Commerzbank,ORG
Aktiengesellschaft,ORG
Group,ORG
the Board of Managing Directors,ORG
5,CARDINAL
"the Board of Managing 
Directors",ORG
Commerzbank Aktiengesellschaft’s,ORG
"the Board of Managing 
Directors",ORG
Commerzbank Aktiengesellschaft’s,ORG
Supervisory Board,ORG
The Supervisory Board,ORG
the Board of Managing Directors,ORG
Bank,ORG
Supervisory Board,ORG
Association,ORG
the Board of Managing Directors,ORG
Bank,ORG
the Presiding and Nomination Committee,ORG
the Supervisory Board,ORG
"the 
Board of Managing Directors",ORG
"the Board of 
Managing Directors",ORG
the Supervisory Board,ORG
17 to 19,CARDINAL
German,NORP
"the 
Supervisory Board",ORG
6 to 16,CARDINAL
Supervisory Board,ORG
the Supervisory Board,ORG
Commerzbank Aktiengesellschaft’s,ORG
Commerzbank,ORG
"the Supervisory 
Board",ORG
"the Supervisory 
Board",ORG
Bank,ORG
"the 
Supervisory Board",ORG
Meeting,PERSON
the Supervisory Board,ORG
Supervisory Board,ORG
The Supervisory Board,ORG
the Supervisory Board,ORG
the Supervisory Board,ORG
Commerzbank Group,ORG
the Supervisory Board,ORG
at least one,CARDINAL
the Supervisory Board,ORG
"Environmental, Social",GPE
ESG,ORG
the Supervisory Board,ORG
"the 
Board of Managing Directors",ORG
"the Supervisory 
Board",ORG
Supervisory Board,ORG
at least eight,CARDINAL
two,CARDINAL
the Board of Managing Directors,ORG
Commerzbank Aktiengesellschaft,ORG
Supervisory Board,ORG
Annual,DATE
12 years,DATE
the Supervisory Board,ORG
the end of the Annual,DATE
The Supervisory Board,ORG
Commerzbank Aktiengesellschaft’s,ORG
the Supervisory Board,ORG
the Supervisory Board,ORG
31 December 2023,DATE
28,CARDINAL
Commerzbank,ORG
2023,DATE
"Jens 
Weidmann",PERSON
"Dietrich 
Burkhard 
",PERSON
Keese,NORP
"Gugerell 
Frank 
Westhoff 
Chair SH 
 
SH 
 
SH 
 
SH 
 
SH 
Length",WORK_OF_ART
2021,DATE
2012,DATE
2021,DATE
mandates4,PERSON
0,CARDINAL
2,CARDINAL
0,CARDINAL
3,CARDINAL
Year,DATE
1968,DATE
1952,DATE
1961,DATE
ICS,ORG
CSR,ORG
"Chair 
SB",ORG
PNC,ORG
CCC,ORG
Bank,ORG
2,CARDINAL
many years,DATE
3,CARDINAL
4,CARDINAL
31 December 2023,DATE
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"29 
 
25 Declaration",DATE
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
"Frank 
Czichowski",PERSON
"Jutta A. 
Dönges",PERSON
Daniela,PERSON
2020,DATE
2020,DATE
2021,DATE
2021,DATE
"mandates4 
1 
1 
1 
",PERSON
3,CARDINAL
Year,DATE
"1972 
",DATE
1973,DATE
1966,DATE
ICS,ORG
CSR,ORG
"Chair 
 
 
 
 
 
Specific",WORK_OF_ART
Bank,ORG
1,CARDINAL
2,CARDINAL
many years,DATE
3,CARDINAL
4,CARDINAL
31 December 2023,DATE
30,CARDINAL
Commerzbank,ORG
"2023 
 
 
 
 
 
 
 
 
",DATE
Chair ER,ORG
2003,DATE
2017,DATE
2013,DATE
2018,DATE
2023,CARDINAL
"n.a. 
",PERSON
"n.a. 
",PERSON
"n.a. 
n.a.",PERSON
mandates4,PERSON
0,CARDINAL
0,CARDINAL
1,CARDINAL
0,CARDINAL
2,CARDINAL
Year,DATE
1967,DATE
1971,DATE
1967,DATE
1971,DATE
1994,DATE
ICS,ORG
CSR,ORG
"Chair 
 
 
 
 
 
Specific",WORK_OF_ART
Bank,ORG
1,CARDINAL
2,CARDINAL
many years,DATE
3,CARDINAL
4,CARDINAL
31 December 2023,DATE
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"31 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
Schramm,PERSON
"Stefan 
Wittmann",PERSON
2018,DATE
"n.a. 
",PERSON
"n.a. 
",PERSON
"n.a. 
n.a.",PERSON
mandates4,PERSON
0,CARDINAL
0,CARDINAL
0,CARDINAL
0,CARDINAL
Year,DATE
1976,DATE
1975,DATE
1974,DATE
1976,DATE
1968,DATE
ICS,ORG
CSR,ORG
"Chair 
 
 
 
 
 
Specific",WORK_OF_ART
Bank,ORG
1,CARDINAL
2,CARDINAL
many years,DATE
3,CARDINAL
4,CARDINAL
31 December 2023,DATE
32,CARDINAL
Commerzbank,ORG
2023,DATE
Keese,NORP
the Audit Committee,ORG
Lloyd’s,ORG
London,GPE
KPMG AG Wirtschaftsprüfungsgesellschaft,ORG
Frank Westhoff,PERSON
the Audit Committee,ORG
DZ Bank AG,ORG
the Audit Committee,ORG
Frank Czichowski,PERSON
the KfW Banking Group,ORG
25d,DATE
12,CARDINAL
one,CARDINAL
"the 
Compensation Control Committee",ORG
Bank,ORG
Frank Westhoff,PERSON
DZ Bank AG,ORG
"the Risk 
Committee of Commerzbank’s Supervisory Board",ORG
Commerzbank Aktiengesellschaft,ORG
the Supervisory Board,ORG
"the 
Supervisory Board",ORG
"Environmental, Social",ORG
Governance Committee,ORG
ESG Committee,ORG
Gertrude Tumpel-Gugerell,PERSON
"Maxi 
Leuchters",ORG
Frank Czichowski,PERSON
the Supervisory Board,ORG
ESG,ORG
her many years,DATE
Gertrude,PERSON
Tumpel-Gugerell,ORG
Hans-Böckler-Stiftung,ORG
"the European Economic 
and",ORG
Social Committee,ORG
Maxi Leuchters,ORG
Frank Czichowski,PERSON
the Supervisory Board,ORG
the Risk Committee,ORG
"the 
Supervisory Board",ORG
the Commerzbank Aktiengesellschaft,ORG
the Supervisory Board,ORG
Supervisory Board,ORG
Bank,ORG
Managing Directors,ORG
Supervisory Board,ORG
Bank,ORG
Board of Managing Directors,ORG
Bank,ORG
"Board of Managing 
Directors",ORG
Supervisory Board,ORG
Supervisory Board,ORG
the Bank’s Board,ORG
Managing Directors,ORG
the two years,DATE
Supervisory Board,ORG
the year,DATE
Bank,ORG
one,CARDINAL
non-Group,ORG
"the Board 
of Managing Directors",ORG
"the Supervisory 
Board",ORG
more than 12 years,DATE
Supervisory Board,ORG
the Supervisory Board,ORG
more than two,CARDINAL
"the Board of 
Managing Directors",ORG
Commerzbank Aktiengesellschaft,ORG
ten,CARDINAL
German,NORP
Prof.,ORG
"Jens 
Weidmann",PERSON
Frank Czichowski,PERSON
Sabine U. Dietrich,PERSON
"Jutta A. 
Dönges",PERSON
Burkhard Keese,PERSON
Daniela Mattheus,PERSON
Caroline Seifert,PERSON
Harald Christ,PERSON
Gertrude Tumpel-Gugerell,PERSON
Frank Westhoff,PERSON
Jutta A. Dönges,PERSON
Harald Christ,PERSON
the Supervisory Board,ORG
the Financial Market Stabilisation Fund,ORG
the Federal Republic of Germany,GPE
The Financial Market Stabilisation Fund,ORG
15.75%,PERCENT
Commerzbank Aktiengesellschaft,ORG
the Federal Republic of Germany,GPE
Finanzagentur GmbH,ORG
Commerzbank Aktiengesellschaft,ORG
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
33,CARDINAL
German,NORP
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
the Board of Managing Directors,ORG
Commerzbank,ORG
the Supervisory Board,ORG
at least eight,CARDINAL
Supervisory Board,ORG
Annual,DATE
Meeting,PERSON
The Supervisory Board’s,ORG
2023 financial year,DATE
the Supervisory Board,ORG
2022 financial year,DATE
D.12,PERSON
the Board of Managing Directors,ORG
Supervisory Board,ORG
Art,PERSON
25d,DATE
11,CARDINAL
3 and 4,CARDINAL
the Supervisory Board,ORG
"the Supervisory 
Board",ORG
Supervisory Board,ORG
ESG,ORG
the Board of Managing Directors,ORG
"the Supervisory 
Board",ORG
the end of the 2023 financial year,DATE
"the Supervisory 
Board",ORG
2023 financial year,DATE
Art,PERSON
25d,DATE
11,CARDINAL
3 and 4,CARDINAL
the Supervisory Board,ORG
"the Board of 
Managing Directors",ORG
second,ORDINAL
the Supervisory Board,ORG
"the Board of Managing 
Directors",ORG
Supervisory Board,ORG
the beginning of the 2024 financial year,DATE
"the Supervisory 
Board",ORG
the Supervisory Board,ORG
the Supervisory Board,ORG
3,CARDINAL
6,CARDINAL
the Supervisory Board,ORG
the Supervisory Board,ORG
CFO,ORG
Uniper SE,PERSON
Jutta A. Dönges,PERSON
Commerzbank,ORG
Uniper SE,PERSON
Supervisory Board,ORG
the Board of Managing Directors,ORG
"the Board of Managing 
Directors",ORG
"The Presiding and Nomination 
Committee of Commerzbank Aktiengesellschaft’s Supervisory Board",ORG
"the Supervisory 
Board",ORG
"the Board of 
Managing Directors",ORG
the Board of Managing Directors,ORG
Art,PERSON
25d,DATE
11,CARDINAL
5,CARDINAL
"the Presiding and Nomination 
Committee",ORG
"the Board of Managing 
Directors",ORG
the Board of Managing Directors,ORG
Supervisory Board,ORG
11 May 2022,DATE
"1 January 
",DATE
Commerzbank’s Articles of Association,ORG
Commerzbank Aktiengesellschaft’s,ORG
the Supervisory Board,ORG
Commerzbank Aktiengesellschaft’s,ORG
Commerzbank Aktiengesellschaft,ORG
Group,ORG
"the Board of 
Managing 
Directors",ORG
Supervisory Board,ORG
B.1,ORG
the Supervisory Board,ORG
The Supervisory Board,ORG
20,CARDINAL
the Supervisory Board,ORG
27,CARDINAL
the Supervisory Board,ORG
eight,CARDINAL
C.6,EVENT
the Supervisory Board,ORG
Supervisory Board,ORG
34,CARDINAL
Commerzbank,ORG
2023,DATE
72 years of age,DATE
The Supervisory Board,ORG
the Supervisory Board,ORG
the Supervisory Board,ORG
Supervisory,NORP
at least one,CARDINAL
The Supervisory Board,ORG
The Supervisory Board,ORG
at least 30%,PERCENT
the Supervisory Board,ORG
Annual,DATE
the Supervisory Board,ORG
at least 30%,PERCENT
The Supervisory Board,ORG
2023,DATE
31 December 2023,DATE
the Supervisory Board,ORG
Commerzbank,ORG
Gertrude Tumpel-Gugerell,PERSON
Tumpel-Gugerell,PERSON
Burkhard Keese,PERSON
two,CARDINAL
Gertrude Tumpel-Gugerell,PERSON
Austrian,NORP
Europe,LOC
many years,DATE
Executive Board,ORG
"the European Central 
Bank",ORG
Burkhard Keese,PERSON
many years,DATE
Lloyd’s,ORG
London,GPE
the United Kingdom,GPE
2019,DATE
12,CARDINAL
the Supervisory Board,ORG
The Supervisory Board,ORG
ten,CARDINAL
ten,CARDINAL
five,CARDINAL
five,CARDINAL
Group,ORG
"the Supervisory Board of Commerzbank 
Aktiengesellschaft",ORG
between 29 and 71 years old,DATE
53.6 years,DATE
"the Supervisory 
Board",ORG
the Supervisory Board,ORG
"the Board 
of",ORG
the Board of Managing Directors,ORG
Supervisory Board,ORG
the Board of Managing Directors,ORG
65 years of age,DATE
the Supervisory Board,ORG
the Board of Managing Directors,ORG
The Board of Managing Directors,ORG
seven,CARDINAL
two,CARDINAL
five,CARDINAL
Art,PERSON
76,DATE
3a,CARDINAL
"the German Stock Corporation 
Act",ORG
Board of Managing Directors,ORG
"more than 
three",CARDINAL
at least one,CARDINAL
at least one,CARDINAL
The Supervisory Board,ORG
the Board of Managing Directors,ORG
28.6%,PERCENT
31 December 2023,DATE
Group,ORG
first,ORDINAL
second,ORDINAL
76,DATE
4,CARDINAL
the Board of Managing Directors,ORG
Commerzbank Aktiengesellschaft,ORG
two,CARDINAL
"the Board of 
Managing Directors",ORG
The Board of Managing Directors,ORG
first,ORDINAL
second,ORDINAL
Commerzbank Aktiengesellschaft’s,ORG
Germany,GPE
December 2021,DATE
25%,PERCENT
first,ORDINAL
25%,PERCENT
second,ORDINAL
31 December 2026,DATE
Aktiengesellschaft,ORG
Bank,ORG
Group,ORG
31 December 2023,DATE
first,ORDINAL
Board of Managing Directors,ORG
Commerzbank Aktiengesellschaft,ORG
41,CARDINAL
33,CARDINAL
8,CARDINAL
first,ORDINAL
the Board of Managing Directors,ORG
19.5%,PERCENT
second,ORDINAL
"the Board of Managing 
Directors",ORG
306,CARDINAL
236,CARDINAL
70,CARDINAL
second,ORDINAL
the Board of Managing Directors,ORG
22.9%,PERCENT
The Board of Managing Directors,ORG
first,ORDINAL
second,ORDINAL
Group,ORG
Group,ORG
first,ORDINAL
44,CARDINAL
36,CARDINAL
8,CARDINAL
first,ORDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
35,CARDINAL
German,NORP
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
the Board of Managing Directors,ORG
18.2%,PERCENT
second,ORDINAL
"the Board of Managing 
Directors",ORG
350,CARDINAL
274,CARDINAL
76,CARDINAL
second,ORDINAL
the Board of Managing Directors,ORG
21.7%,PERCENT
the Commerzbank Group,ORG
Commerzbank,ORG
Aktiengesellschaft,ORG
Group,ORG
Group,ORG
Group,ORG
International Financial Reporting Standards,ORG
the International Accounting Standards Board,ORG
IASB,ORG
EU,ORG
the German Commercial Code,ORG
HGB,ORG
Commerzbank Aktiengesellschaft,ORG
Group,ORG
the Board of Managing Directors,ORG
"the 
Supervisory Board",ORG
Group,ORG
Bank,ORG
216,CARDINAL
263,CARDINAL
the financial year,DATE
third,ORDINAL
30 June,DATE
31 March,DATE
30 September,DATE
a given year,DATE
30 June,DATE
31 March,DATE
30 September,DATE
"a 
year",DATE
the Board of Managing Directors,ORG
the Supervisory Board,ORG
the Articles of Association,ORG
the Board of Managing Directors,ORG
one,CARDINAL
The Supervisory Board,ORG
the Board of Managing Directors,ORG
2022,DATE
Annual,DATE
Art,PERSON
120a,CARDINAL
1,CARDINAL
Annual,DATE
84.6%,PERCENT
Commerzbank Aktiengesellschaft’s,ORG
Bank,ORG
2020 financial year,DATE
Commerzbank Aktiengesellschaft,ORG
Annual,DATE
the Board of Managing Directors,ORG
Supervisory Board,ORG
Meeting,PERSON
Commerzbank Aktiengesellschaft,ORG
Bank,ORG
four,CARDINAL
The Board of Managing Directors,ORG
annual,DATE
quarterly,DATE
Bank,ORG
Commerzbank Aktiengesellschaft,ORG
"the Board of Managing 
Directors",ORG
the Supervisory Board,ORG
the Articles of Association,ORG
Commerzbank Aktiengesellschaft,ORG
the upcoming year,DATE
36,CARDINAL
